occurence,speaker,canonicalSpeaker,text
56,his,his,"Criminal cases are continually hinging upon that one point. A man is suspected of a crime months perhaps after it has been committed. His linen or clothes are examined, and brownish stains discovered upon them. Are they blood stains, or mud stains, or rust stains, or fruit stains, or what are they? That is a question which has puzzled many an expert, and why? Because there was no reliable test. Now we have the Sherlock Holmes' test, and there will no longer be any difficulty."
57,his,his,"You are to be congratulated,"
58,his,his,"There was the case of Von Bischoff at Frankfort last year. He would certainly have been hung had this test been in existence. Then there was Mason of Bradford, and the notorious Muller, and Lefevre of Montpellier, and Samson of new Orleans. I could name a score of cases in which it would have been decisive."
59,his,his,"You seem to be a walking calendar of crime,"
60,his,his,You might start a paper on those lines. Call it the 'Police News of the Past.'
61,Sherlock Holmes,Mr. Sherlock Holmes,"Very interesting reading it might be made, too,"
62,Lefevre,Mr. Sherlock Holmes,"I have to be careful,"
63,Unknown,Mr. Sherlock Holmes,for I dabble with poisons a good deal.
64,his,Mr. Sherlock Holmes,"We came here on business,"
65,Sherlock Holmes,Mr. Sherlock Holmes,"My friend here wants to take diggings, and as you were complaining that you could get no one to go halves with you, I thought that I had better bring you together."
66,Lefevre,Mr. Sherlock Holmes,"I have my eye on a suite in Baker Street,"
67,Unknown,Mr. Sherlock Holmes,"which would suit us down to the ground. You don't mind the smell of strong tobacco, I hope?"
68,Unknown,Mr. Sherlock Holmes,"I always smoke 'ship's' myself,"
69,Unknown,Mr. Sherlock Holmes,"That's good enough. I generally have chemicals about, and occasionally do experiments. Would that annoy you?"
70,Unknown,Mr. Sherlock Holmes,By no means.
71,Unknown,Mr. Sherlock Holmes,"Let me see--what are my other shortcomings. I get in the dumps at times, and don't open my mouth for days on end. You must not think I am sulky when I do that. Just let me alone, and I'll soon be right. What have you to confess now? It's just as well for two fellows to know the worst of one another before they begin to live together."
72,Unknown,Mr. Sherlock Holmes,"I keep a bull pup,"
73,Unknown,Mr. Sherlock Holmes,"and I object to rows because my nerves are shaken, and I get up at all sorts of ungodly hours, and I am extremely lazy. I have another set of vices when I'm well, but those are the principal ones at present."
74,Unknown,his,Do you include violin-playing in your category of rows?
75,Unknown,his,"It depends on the player,"
76,Unknown,his,A well-played violin is a treat for the gods--a badly-played one--
77,Unknown,his,"Oh, that's all right,"
78,Unknown,his,"I think we may consider the thing as settled--that is, if the rooms are agreeable to you."
79,Unknown,his,When shall we see them?
80,Unknown,his,"Call for me here at noon to-morrow, and we'll go together and settle everything,"
81,his,his,"All right--noon exactly,"
82,his,Unknown,"By the way,"
83,his,Unknown,how the deuce did he know that I had come from Afghanistan?
84,Unknown,his,"That's just his little peculiarity,"
85,him,his,A good many people have wanted to know how he finds things out.
86,him,Unknown,Oh! a mystery is it?
87,him,Unknown,"This is very piquant. I am much obliged to you for bringing us together. 'The proper study of mankind is man,' you know."
88,Unknown,Unknown,"You must study him, then,"
89,Unknown,Unknown,"You'll find him a knotty problem, though. I'll wager he learns more about you than you about him. Good-bye."
90,him,Unknown,"Good-bye,"
