occurence,speaker,canonicalSpeaker,text
18,Unknown,his,"There is much that is still obscure, though I have quite made up my mind on the main facts. As to poor Lestrade's discovery it was simply a blind intended to put the police upon a wrong track, by suggesting Socialism and secret societies. It was not done by a German. The A, if you noticed, was printed somewhat after the German fashion. Now, a real German invariably prints in the Latin character, so that we may safely say that this was not written by one, but by a clumsy imitator who overdid his part. It was simply a ruse to divert inquiry into a wrong channel. I'm not going to tell you much more of the case, Doctor. You know a conjuror gets no credit when once he has explained his trick, and if I show you too much of my method of working, you will come to the conclusion that I am a very ordinary individual after all."
19,Gregson,his,"I shall never do that,"
20,Gregson,his,you have brought detection as near an exact science as it ever will be brought in this world.
21,his,his,"I'll tell you one other thing,"
22,Audley Court,Unknown,"Patent-leathers and Square-toes came in the same cab, and they walked down the pathway together as friendly as possible--arm-in-arm, in all probability. When they got inside they walked up and down the room--or rather, Patent-leathers stood still while Square-toes walked up and down. I could read all that in the dust; and I could read that as he walked he grew more and more excited. That is shown by the increased length of his strides. He was talking all the while, and working himself up, no doubt, into a fury. Then the tragedy occurred. I've told you all I know myself now, for the rest is mere surmise and conjecture. We have a good working basis, however, on which to start. We must hurry up, for I want to go to Halle's concert to hear Norman Neruda this afternoon."
23,Halle,he,"That's Audley Court in there,"
24,Rance,he,You'll find me here when you come back.
25,Halle,his,"I made my report at the office,"
26,his,Sherlock Holmes,"We thought that we should like to hear it all from your own lips,"
27,Halle,Unknown,"I shall be most happy to tell you anything I can,"
28,his,Sherlock Holmes,Just let us hear it all in your own way as it occurred.
29,his,John Rance,"I'll tell it ye from the beginning,"
30,Rance,John Rance,"My time is from ten at night to six in the morning. At eleven there was a fight at the 'White Hart'; but bar that all was quiet enough on the beat. At one o'clock it began to rain, and I met Harry Murcher--him who has the Holland Grove beat--and we stood together at the corner of Henrietta Street a-talkin'. Presently--maybe about two or a little after--I thought I would take a look round and see that all was right down the Brixton Road. It was precious dirty and lonely. Not a soul did I meet all the way down, though a cab or two went past me. I was a strollin' down, thinkin' between ourselves how uncommon handy a four of gin hot would be, when suddenly the glint of a light caught my eye in the window of that same house. Now, I knew that them two houses in Lauriston Gardens was empty on account of him that owns them who won't have the drains seed to, though the very last tenant what lived in one of them died o' typhoid fever. I was knocked all in a heap therefore at seeing a light in the window, and I suspected as something was wrong. When I got to the door--"
31,Rance,John Rance,"You stopped, and then walked back to the garden gate,"
32,Rance,John Rance,What did you do that for?
33,him,John Rance,"Why, that's true, sir,"
34,his,John Rance,"though how you come to know it, Heaven only knows. Ye see, when I got up to the door it was so still and so lonesome, that I thought I'd be none the worse for some one with me. I ain't afeared of anything on this side o' the grave; but I thought that maybe it was him that died o' the typhoid inspecting the drains what killed him. The thought gave me a kind o' turn, and I walked back to the gate to see if I could see Murcher's lantern, but there wasn't no sign of him nor of anyone else."
35,him,John Rance,There was no one in the street?
36,his,John Rance,"Not a livin' soul, sir, nor as much as a dog. Then I pulled myself together and went back and pushed the door open. All was quiet inside, so I went into the room where the light was a-burnin'. There was a candle flickerin' on the mantelpiece--a red wax one--and by its light I saw--"
37,John Rance,John Rance,"Yes, I know all that you saw. You walked round the room several times, and you knelt down by the body, and then you walked through and tried the kitchen door, and then--"
38,his,John Rance,Where was you hid to see all that?
39,Holmes,Sherlock Holmes,It seems to me that you knows a deal more than you should.
40,his,Sherlock Holmes,"Don't get arresting me for the murder,"
41,Rance,John Rance,"I am one of the hounds and not the wolf; Mr. Gregson or Mr. Lestrade will answer for that. Go on, though. What did you do next?"
42,Rance,John Rance,I went back to the gate and sounded my whistle. That brought Murcher and two more to the spot.
43,Rance,John Rance,Was the street empty then?
44,Rance,John Rance,"Well, it was, as far as anybody that could be of any good goes."
45,Rance,John Rance,What do you mean?
46,his,his,"I've seen many a drunk chap in my time,"
47,Unknown,his,"but never anyone so cryin' drunk as that cove. He was at the gate when I came out, a-leanin' up ag'in the railings, and a-singin' at the pitch o' his lungs about Columbine's New-fangled Banner, or some such stuff. He couldn't stand, far less help."
48,Sherlock Holmes,Sherlock Holmes,What sort of a man was he?
49,John Rance,John Rance,"He was an uncommon drunk sort o' man,"
50,His,John Rance,He'd ha' found hisself in the station if we hadn't been so took up.
51,Holmes,Sherlock Holmes,His face--his dress--didn't you notice them?
52,Holmes,Sherlock Holmes,"I should think I did notice them, seeing that I had to prop him up--me and Murcher between us. He was a long chap, with a red face, the lower part muffled round--"
53,Holmes,Sherlock Holmes,"That will do,"
54,Holmes,Sherlock Holmes,What became of him?
55,Holmes,Sherlock Holmes,"We'd enough to do without lookin' after him,"
56,Holmes,Sherlock Holmes,I'll wager he found his way home all right.
57,Holmes,Sherlock Holmes,How was he dressed?
58,Holmes,Sherlock Holmes,A brown overcoat.
59,Holmes,Sherlock Holmes,Had he a whip in his hand?
60,Holmes,Sherlock Holmes,A whip--no.
61,Holmes,Sherlock Holmes,"He must have left it behind,"
62,Holmes,Sherlock Holmes,You didn't happen to see or hear a cab after that?
63,Holmes,Sherlock Holmes,No.
64,Holmes,Sherlock Holmes,"There's a half-sovereign for you,"
65,Holmes,Sherlock Holmes,"I am afraid, Rance, that you will never rise in the force. That head of yours should be for use as well as ornament. You might have gained your sergeant's stripes last night. The man whom you held in your hands is the man who holds the clue of this mystery, and whom we are seeking. There is no use of arguing about it now; I tell you that it is so. Come along, Doctor."
66,Holmes,Sherlock Holmes,"The blundering fool,"
67,Holmes,Sherlock Holmes,"Just to think of his having such an incomparable bit of good luck, and not taking advantage of it."
68,Holmes,Sherlock Holmes,I am rather in the dark still. It is true that the description of this man tallies with your idea of the second party in this mystery. But why should he come back to the house after leaving it? That is not the way of criminals.
69,Holmes,Sherlock Holmes,"The ring, man, the ring: that was what he came back for. If we have no other way of catching him, we can always bait our line with the ring. I shall have him, Doctor--I'll lay you two to one that I have him. I must thank you for it all. I might not have gone but for you, and so have missed the finest study I ever came across: a study in scarlet, eh? Why shouldn't we use a little art jargon. There's the scarlet thread of murder running through the colourless skein of life, and our duty is to unravel it, and isolate it, and expose every inch of it. And now for lunch, and then for Norman Neruda. Her attack and her bowing are splendid. What's that little thing of Chopin's she plays so magnificently: Tra-la-la-lira-lira-lay."
