docTokenBegin,text,ner,nerConfidences
7439,English,MISC,{'MISC': 0.99998457557483}
7468,he,PERSON,
7471,his,PERSON,
7511,he,PERSON,
7543,Dutch,MISC,{'MISC': 0.99987170999323}
7536,He,PERSON,
7552,he,PERSON,
7577,he,PERSON,
7663,Jimmie,PERSON,{'PERSON': 0.99982086761624}
7689,British,MISC,{'MISC': 0.99999657718735}
7710,he,PERSON,
7712,he,PERSON,
7719,he,PERSON,
7760,Pretoria,LOCATION,{'LOCATION': 0.99939949583505}
7734,He,PERSON,
7840,Kent,LOCATION,{'PERSON': 0.99780156201172}
7914,Jimmie--even,PERSON,{'PERSON': 0.58472521586074}
7938,Emsworth,PERSON,{'PERSON': 0.94620225577715}
7954,He,PERSON,
7978,he,PERSON,
7988,he,PERSON,
8018,Kent,LOCATION,{'PERSON': 0.99857409549114}
8066,he,PERSON,
8136,Emsworth,PERSON,{'PERSON': 0.77833921959953}
8170,him,PERSON,
8176,he,PERSON,
8194,James Saunders,PERSON,{'PERSON': 0.99995780463282}
8190,His,PERSON,
8205,Roberts,PERSON,{'PERSON': 0.99822204326347}
8227,Kent,LOCATION,{'PERSON': 0.99510682391744}
8237,he,PERSON,
8246,James,PERSON,{'PERSON': 0.99450239953797}
8252,He,PERSON,
8266,Emsworth,PERSON,{'PERSON': 0.94116317540879}
8293,Watson,PERSON,{'PERSON': 0.79669136312746}
8302,he,PERSON,
8353,Godfrey,PERSON,{'PERSON': 0.82976552967933}
8361,Emsworth,PERSON,{'PERSON': 0.53376790447046}
8465,his,PERSON,
8475,he,PERSON,
8485,he,PERSON,
8499,he,PERSON,
8505,his,PERSON,
8584,him,PERSON,
8589,him,PERSON,
8628,he,PERSON,
8633,he,PERSON,
8674,his,PERSON,
8681,Mr. Dodd,PERSON,
8702,Kent,LOCATION,{'PERSON': 0.99854961229385}
8713,British Medical Journal,ORGANIZATION,{'ORGANIZATION': 0.75110157670141}
8806,South Africa,LOCATION,{'LOCATION': 0.99795105438074}
8820,His,PERSON,
8837,him,PERSON,
8935,Ralph,PERSON,{'PERSON': 0.99888715482096}
9024,his,PERSON,
9038,his,PERSON,
9046,Emsworth,PERSON,{'PERSON': 0.90707019466209}
9041,He,PERSON,
9049,him,PERSON,
9071,he,PERSON,
9125,Mr. Holmes,PERSON,
9170,his,PERSON,
9208,Kent,LOCATION,{'PERSON': 0.9992447698709}
9213,her,PERSON,
9215,she,PERSON,
