occurence,speaker,canonicalSpeaker,text
60,Holmes,Sherlock Holmes,When did you first meet Miss Hatty Doran?
61,Holmes,Sherlock Holmes,"In San Francisco, a year ago."
62,Holmes,Sherlock Holmes,You were travelling in the States?
63,Holmes,Sherlock Holmes,Yes.
64,Holmes,Sherlock Holmes,Did you become engaged then?
65,Holmes,Sherlock Holmes,No.
66,Holmes,Sherlock Holmes,But you were on a friendly footing?
67,Holmes,Sherlock Holmes,"I was amused by her society, and she could see that I was amused."
68,Holmes,Sherlock Holmes,Her father is very rich?
69,Holmes,Sherlock Holmes,He is said to be the richest man on the Pacific slope.
70,Holmes,Sherlock Holmes,And how did he make his money?
71,Holmes,Sherlock Holmes,"In mining. He had nothing a few years ago. Then he struck gold, invested it, and came up by leaps and bounds."
72,Holmes,Sherlock Holmes,"Now, what is your own impression as to the young lady's--your wife's character?"
73,his,his,"You see, Mr. Holmes,"
74,Unknown,his,"my wife was twenty before her father became a rich man. During that time she ran free in a mining camp and wandered through woods or mountains, so that her education has come from Nature rather than from the schoolmaster. She is what we call in England a tomboy, with a strong nature, wild and free, unfettered by any sort of traditions. She is impetuous--volcanic, I was about to say. She is swift in making up her mind and fearless in carrying out her resolutions. On the other hand, I would not have given her the name which I have the honour to bear"
75,her,his,had not I thought her to be at bottom a noble woman. I believe that she is capable of heroic self-sacrifice and that anything dishonourable would be repugnant to her.
76,her,his,Have you her photograph?
77,his,he,I brought this with me.
78,his,he,"The young lady came to London, then, and you renewed your acquaintance?"
79,her,Unknown,"Yes, her father brought her over for this last London season. I met her several times, became engaged to her, and have now married her."
80,her,her,"She brought, I understand, a considerable dowry?"
81,his,he,A fair dowry. Not more than is usual in my family.
82,her,her,"And this, of course, remains to you, since the marriage is a fait accompli?"
83,his,he,I really have made no inquiries on the subject.
84,her,her,Very naturally not. Did you see Miss Doran on the day before the wedding?
85,his,he,Yes.
86,her,her,Was she in good spirits?
87,Unknown,he,Never better. She kept talking of what we should do in our future lives.
88,her,her,Indeed! That is very interesting. And on the morning of the wedding?
89,her,he,She was as bright as possible--at least until after the ceremony.
90,her,her,And did you observe any change in her then?
91,her,he,"Well, to tell the truth, I saw then the first signs that I had ever seen that her temper was just a little sharp. The incident however, was too trivial to relate and can have no possible bearing upon the case."
92,her,her,"Pray let us have it, for all that."
93,her,he,"Oh, it is childish. She dropped her bouquet as we went towards the vestry. She was passing the front pew at the time, and it fell over into the pew. There was a moment's delay, but the gentleman in the pew handed it up to her again, and it did not appear to be the worse for the fall. Yet when I spoke to her of the matter, she answered me abruptly; and in the carriage, on our way home, she seemed absurdly agitated over this trifling cause."
94,her,her,"Indeed! You say that there was a gentleman in the pew. Some of the general public were present, then?"
95,her,he,"Oh, yes. It is impossible to exclude them when the church is open."
96,her,her,This gentleman was not one of your wife's friends?
97,her,he,"No, no; I call him a gentleman by courtesy, but he was quite a common-looking person. I hardly noticed his appearance. But really I think that we are wandering rather far from the point."
98,her,her,"Lady St. Simon, then, returned from the wedding in a less cheerful frame of mind than she had gone to it. What did she do on re-entering her father's house?"
99,her,he,I saw her in conversation with her maid.
100,her,her,And who is her maid?
101,her,he,Alice is her name. She is an American and came from California with her.
102,her,her,A confidential servant?
103,her,he,"A little too much so. It seemed to me that her mistress allowed her to take great liberties. Still, of course, in America they look upon these things in a different way."
104,her,her,How long did she speak to this Alice?
105,her,he,"Oh, a few minutes. I had something else to think of."
106,her,her,You did not overhear what they said?
107,her,he,Lady St. Simon said something about 'jumping a claim.' She was accustomed to use slang of the kind. I have no idea what she meant.
108,her,her,American slang is very expressive sometimes. And what did your wife do when she finished speaking to her maid?
109,her,he,She walked into the breakfast-room.
110,her,her,On your arm?
111,Simon,Simon,"No, alone. She was very independent in little matters like that. Then, after we had sat down for ten minutes or so, she rose hurriedly, muttered some words of apology, and left the room. She never came back."
112,Simon,Simon,"But this maid, Alice, as I understand, deposes that she went to her room, covered her bride's dress with a long ulster, put on a bonnet, and went out."
113,Simon,Simon,"Quite so. And she was afterwards seen walking into Hyde Park in company with Flora Millar, a woman who is now in custody, and who had already made a disturbance at Mr. Doran's house that morning."
114,Simon,Simon,"Ah, yes. I should like a few particulars as to this young lady, and your relations to her."
115,Simon,Simon,"We have been on a friendly footing for some years--I may say on a very friendly footing. She used to be at the Allegro. I have not treated her ungenerously, and she had no just cause of complaint against me, but you know what women are, Mr. Holmes. Flora was a dear little thing, but exceedingly hot-headed and devotedly attached to me. She wrote me dreadful letters when she heard that I was about to be married, and, to tell the truth, the reason why I had the marriage celebrated so quietly was that I feared lest there might be a scandal in the church. She came to Mr. Doran's door just after we returned, and she endeavoured to push her way in, uttering very abusive expressions towards my wife, and even threatening her, but I had foreseen the possibility of something of the sort, and I had two police fellows there in private clothes, who soon pushed her out again. She was quiet when she saw that there was no good in making a row."
116,Simon,Simon,Did your wife hear all this?
117,Simon,Simon,"No, thank goodness, she did not."
118,Simon,Simon,And she was seen walking with this very woman afterwards?
119,Simon,Simon,"Yes. That is what Mr. Lestrade, of Scotland Yard, looks upon as so serious. It is thought that Flora decoyed my wife out and laid some terrible trap for her."
120,Simon,Simon,"Well, it is a possible supposition."
121,Simon,Simon,"You think so, too?"
122,Simon,Simon,I did not say a probable one. But you do not yourself look upon this as likely?
123,Simon,Simon,I do not think Flora would hurt a fly.
124,Simon,Simon,"Still, jealousy is a strange transformer of characters. Pray what is your own theory as to what took place?"
125,Simon,Simon,"Well, really, I came to seek a theory, not to propound one. I have given you all the facts. Since you ask me, however, I may say that it has occurred to me as possible that the excitement of this affair, the consciousness that she had made so immense a social stride, had the effect of causing some little nervous disturbance in my wife."
126,Holmes,Holmes,"In short, that she had become suddenly deranged?"
127,Holmes,Holmes,"Well, really, when I consider that she has turned her back--I will not say upon me, but upon so much that many have aspired to without success--I can hardly explain it in any other fashion."
128,Holmes,Holmes,"Well, certainly that is also a conceivable hypothesis,"
129,Holmes,Holmes,"And now, Lord St. Simon, I think that I have nearly all my data. May I ask whether you were seated at the breakfast-table so that you could see out of the window?"
130,Holmes,Holmes,We could see the other side of the road and the Park.
131,Holmes,Holmes,Quite so. Then I do not think that I need to detain you longer. I shall communicate with you.
132,Holmes,Holmes,"Should you be fortunate enough to solve this problem,"
133,Holmes,Holmes,I have solved it.
134,Holmes,Holmes,Eh? What was that?
135,Holmes,Holmes,I say that I have solved it.
136,Holmes,Holmes,"Where, then, is my wife?"
137,Holmes,Holmes,That is a detail which I shall speedily supply.
138,Lord St. Simon,Lord St. Simon,"I am afraid that it will take wiser heads than yours or mine,"
139,Sherlock Holmes,Sherlock Holmes,"It is very good of Lord St. Simon to honour my head by putting it on a level with his own,"
140,Sherlock Holmes,Sherlock Holmes,I think that I shall have a whisky and soda and a cigar after all this cross-questioning. I had formed my conclusions as to the case before our client came into the room.
141,Sherlock Holmes,Sherlock Holmes,My dear Holmes!
142,Sherlock Holmes,Sherlock Holmes,"I have notes of several similar cases, though none, as I remarked before, which were quite as prompt. My whole examination served to turn my conjecture into a certainty. Circumstantial evidence is occasionally very convincing, as when you find a trout in the milk, to quote Thoreau's example."
143,Sherlock Holmes,Sherlock Holmes,But I have heard all that you have heard.
144,Sherlock Holmes,Sherlock Holmes,"Without, however, the knowledge of pre-existing cases which serves me so well. There was a parallel instance in Aberdeen some years back, and something on very much the same lines at Munich the year after the Franco-Prussian War. It is one of these cases--but, hullo, here is Lestrade! Good-afternoon, Lestrade! You will find an extra tumbler upon the sideboard, and there are cigars in the box."
145,Holmes,Sherlock Holmes,"What's up, then?"
146,Holmes,Sherlock Holmes,You look dissatisfied.
147,Holmes,Sherlock Holmes,And I feel dissatisfied. It is this infernal St. Simon marriage case. I can make neither head nor tail of the business.
148,Holmes,Sherlock Holmes,Really! You surprise me.
149,Holmes,Sherlock Holmes,Who ever heard of such a mixed affair? Every clue seems to slip through my fingers. I have been at work upon it all day.
150,Holmes,Sherlock Holmes,"And very wet it seems to have made you,"
151,Holmes,Sherlock Holmes,"Yes, I have been dragging the Serpentine."
152,Holmes,Sherlock Holmes,"In heaven's name, what for?"
153,Sherlock Holmes,Sherlock Holmes,In search of the body of Lady St. Simon.
154,his,Sherlock Holmes,Have you dragged the basin of Trafalgar Square fountain?
155,his,Sherlock Holmes,Why? What do you mean?
156,Lestrade,Sherlock Holmes,Because you have just as good a chance of finding this lady in the one as in the other.
157,his,he,"I suppose you know all about it,"
158,Unknown,he,"Well, I have only just heard the facts, but my mind is made up."
159,Unknown,he,"Oh, indeed! Then you think that the Serpentine plays no part in the matter?"
160,Unknown,he,I think it very unlikely.
161,Unknown,his,Then perhaps you will kindly explain how it is that we found this in it?
162,Unknown,his,"There,"
163,his,his,"There is a little nut for you to crack, Master Holmes."
164,Holmes,his,"Oh, indeed!"
165,Holmes,his,You dragged them from the Serpentine?
166,Holmes,his,"No. They were found floating near the margin by a park-keeper. They have been identified as her clothes, and it seemed to me that if the clothes were there the body would not be far off."
167,Holmes,his,"By the same brilliant reasoning, every man's body is to be found in the neighbourhood of his wardrobe. And pray what did you hope to arrive at through this?"
168,Holmes,his,At some evidence implicating Flora Millar in the disappearance.
169,Holmes,his,I am afraid that you will find it difficult.
170,Holmes,his,"Are you, indeed, now?"
171,Holmes,his,"I am afraid, Holmes, that you are not very practical with your deductions and your inferences. You have made two blunders in as many minutes. This dress does implicate Miss Flora Millar."
172,Holmes,his,And how?
173,Holmes,him,In the dress is a pocket. In the pocket is a card-case. In the card-case is a note. And here is the very note.
174,Holmes,him,"Listen to this:

""'You will see me when all is ready. Come at once. ""'F.H.M.'

Now my theory all along has been that Lady St. Simon was decoyed away by Flora Millar, and that she, with confederates, no doubt, was responsible for her disappearance. Here, signed with her initials, is the very note which was no doubt quietly slipped into her hand at the door and which lured her within their reach."
175,Holmes,Holmes,"Very good, Lestrade,"
176,Holmes,his,You really are very fine indeed. Let me see it.
177,Unknown,his,"This is indeed important,"
178,his,his,Ha! you find it so?
179,Holmes,his,Extremely so. I congratulate you warmly.
180,his,his,"Why,"
181,Holmes,his,you're looking at the wrong side!
182,Holmes,his,"On the contrary, this is the right side."
183,his,his,The right side? You're mad! Here is the note written in pencil over here.
184,Holmes,his,"And over here is what appears to be the fragment of a hotel bill, which interests me deeply."
185,his,his,"There's nothing in it. I looked at it before,"
186,Holmes,his,"'Oct. 4th, rooms 8s., breakfast 2s. 6d., cocktail 1s., lunch 2s. 6d., glass sherry, 8d.' I see nothing in that."
187,his,his,"Very likely not. It is most important, all the same. As to the note, it is important also, or at least the initials are, so I congratulate you again."
188,Lestrade,Lestrade,"I've wasted time enough,"
189,Holmes,He,"I believe in hard work and not in sitting by the fire spinning fine theories. Good-day, Mr. Holmes, and we shall see which gets to the bottom of the matter first."
190,Holmes,Sherlock Holmes,"Just one hint to you, Lestrade,"
191,Holmes,Sherlock Holmes,"I will tell you the true solution of the matter. Lady St. Simon is a myth. There is not, and there never has been, any such person."
192,his,his,"There is something in what the fellow says about outdoor work,"
193,Sherlock Holmes,his,"so I think, Watson, that I must leave you to your papers for a little."
194,his,Sherlock Holmes,"They have laid the supper, then,"
195,his,he,You seem to expect company. They have laid for five.
196,his,he,"Yes, I fancy we may have some company dropping in,"
197,his,he,I am surprised that Lord St. Simon has not already arrived. Ha! I fancy that I hear his step now upon the stairs.
198,Holmes,Sherlock Holmes,"My messenger reached you, then?"
199,Holmes,Sherlock Holmes,"Yes, and I confess that the contents startled me beyond measure. Have you good authority for what you say?"
200,Holmes,Sherlock Holmes,The best possible.
201,his,his,"What will the Duke say,"
202,her,his,when he hears that one of the family has been subjected to such humiliation?
203,his,his,It is the purest accident. I cannot allow that there is any humiliation.
204,her,his,"Ah, you look on these things from another standpoint."
205,his,his,"I fail to see that anyone is to blame. I can hardly see how the lady could have acted otherwise, though her abrupt method of doing it was undoubtedly to be regretted. Having no mother, she had no one to advise her at such a crisis."
206,Lord St. Simon,Lord St. Simon,"It was a slight, sir, a public slight,"
207,Lord St. Simon,Lord St. Simon,"You must make allowance for this poor girl, placed in so unprecedented a position."
208,Lord St. Simon,Lord St. Simon,"I will make no allowance. I am very angry indeed, and I have been shamefully used."
209,Holmes,Sherlock Holmes,"I think that I heard a ring,"
210,his,He,"Yes, there are steps on the landing. If I cannot persuade you to take a lenient view of the matter, Lord St. Simon, I have brought an advocate here who may be more successful."
211,Unknown,He,"Lord St. Simon,"
212,his,He,"allow me to introduce you to Mr. and Mrs. Francis Hay Moulton. The lady, I think, you have already met."
213,his,her,"You're angry, Robert,"
214,Lord St. Simon,her,"Well, I guess you have every cause to be."
215,Robert,Robert,"Pray make no apology to me,"
216,Lord St. Simon,He,"Oh, yes, I know that I have treated you real bad and that I should have spoken to you before I went; but I was kind of rattled, and from the time when I saw Frank here again I just didn't know what I was doing or saying. I only wonder I didn't fall down and do a faint right there before the altar."
217,Lord St. Simon,He,"Perhaps, Mrs. Moulton, you would like my friend and me to leave the room while you explain this matter?"
218,Lord St. Simon,He,"If I may give an opinion,"
219,Lord St. Simon,He,"we've had just a little too much secrecy over this business already. For my part, I should like all Europe and America to hear the rights of it."
220,Lord St. Simon,He,"Then I'll tell our story right away,"
221,Lord St. Simon,He,"Frank here and I met in '84, in McQuire's camp, near the Rockies, where pa was working a claim. We were engaged to each other, Frank and I; but then one day father struck a rich pocket and made a pile, while poor Frank here had a claim that petered out and came to nothing. The richer pa grew the poorer was Frank; so at last pa wouldn't hear of our engagement lasting any longer, and he took me away to 'Frisco. Frank wouldn't throw up his hand, though; so he followed me there, and he saw me without pa knowing anything about it. It would only have made him mad to know, so we just fixed it all up for ourselves. Frank said that he would go and make his pile, too, and never come back to claim me until he had as much as pa. So then I promised to wait for him to the end of time and pledged myself not to marry anyone else while he lived. 'Why shouldn't we be married right away, then,' said he, 'and then I will feel sure of you; and I won't claim to be your husband until I come back?' Well, we talked it over, and he had fixed it all up so nicely, with a clergyman all ready in waiting, that we just did it right there; and then Frank went off to seek his fortune, and I went back to pa.

""The next I heard of Frank was that he was in Montana, and then he went prospecting in Arizona, and then I heard of him from New Mexico. After that came a long newspaper story about how a miners' camp had been attacked by Apache Indians, and there was my Frank's name among the killed. I fainted dead away, and I was very sick for months after. Pa thought I had a decline and took me to half the doctors in 'Frisco. Not a word of news came for a year and more, so that I never doubted that Frank was really dead. Then Lord St. Simon came to 'Frisco, and we came to London, and a marriage was arranged, and pa was very pleased, but I felt all the time that no man on this earth would ever take the place in my heart that had been given to my poor Frank.

""Still, if I had married Lord St. Simon, of course I'd have done my duty by him. We can't command our love, but we can our actions. I went to the altar with him with the intention to make him just as good a wife as it was in me to be. But you may imagine what I felt when, just as I came to the altar rails, I glanced back and saw Frank standing and looking at me out of the first pew. I thought it was his ghost at first; but when I looked again there he was still, with a kind of question in his eyes, as if to ask me whether I were glad or sorry to see him. I wonder I didn't drop. I know that everything was turning round, and the words of the clergyman were just like the buzz of a bee in my ear. I didn't know what to do. Should I stop the service and make a scene in the church? I glanced at him again, and he seemed to know what I was thinking, for he raised his finger to his lips to tell me to be still. Then I saw him scribble on a piece of paper, and I knew that he was writing me a note. As I passed his pew on the way out I dropped my bouquet over to him, and he slipped the note into my hand when he returned me the flowers. It was only a line asking me to join him when he made the sign to me to do so. Of course I never doubted for a moment that my first duty was now to him, and I determined to do just whatever he might direct.

""When I got back I told my maid, who had known him in California, and had always been his friend. I ordered her to say nothing, but to get a few things packed and my ulster ready. I know I ought to have spoken to Lord St. Simon, but it was dreadful hard before his mother and all those great people. I just made up my mind to run away and explain afterwards. I hadn't been at the table ten minutes before I saw Frank out of the window at the other side of the road. He beckoned to me and then began walking into the Park. I slipped out, put on my things, and followed him. Some woman came talking something or other about Lord St. Simon to me--seemed to me from the little I heard as if he had a little secret of his own before marriage also--but I managed to get away from her and soon overtook Frank. We got into a cab together, and away we drove to some lodgings he had taken in Gordon Square, and that was my true wedding after all those years of waiting. Frank had been a prisoner among the Apaches, had escaped, came on to 'Frisco, found that I had given him up for dead and had gone to England, followed me there, and had come upon me at last on the very morning of my second wedding."
222,Frank,He,"I saw it in a paper,"
223,Frank,He,It gave the name and the church but not where the lady lived.
224,him,He,"Then we had a talk as to what we should do, and Frank was all for openness, but I was so ashamed of it all that I felt as if I should like to vanish away and never see any of them again--just sending a line to pa, perhaps, to show him that I was alive. It was awful to me to think of all those lords and ladies sitting round that breakfast-table and waiting for me to come back. So Frank took my wedding-clothes and things and made a bundle of them, so that I should not be traced, and dropped them away somewhere where no one could find them. It is likely that we should have gone on to Paris to-morrow, only that this good gentleman, Mr. Holmes, came round to us this evening, though how he found us is more than I can think, and he showed us very clearly and kindly that I was wrong and that Frank was right, and that we should be putting ourselves in the wrong if we were so secret. Then he offered to give us a chance of talking to Lord St. Simon alone, and so we came right away round to his rooms at once. Now, Robert, you have heard it all, and I am very sorry if I have given you pain, and I hope that you do not think very meanly of me."
225,Frank,his,"Excuse me,"
226,Unknown,his,but it is not my custom to discuss my most intimate personal affairs in this public manner.
227,Unknown,his,Then you won't forgive me? You won't shake hands before I go?
228,Unknown,his,"Oh, certainly, if it would give you any pleasure."
229,Holmes,Sherlock Holmes,"I had hoped,"
230,Holmes,Sherlock Holmes,that you would have joined us in a friendly supper.
231,Holmes,Sherlock Holmes,"I think that there you ask a little too much,"
232,his,his,"I may be forced to acquiesce in these recent developments, but I can hardly be expected to make merry over them. I think that with your permission I will now wish you all a very good-night."
233,Sherlock Holmes,Sherlock Holmes,"Then I trust that you at least will honour me with your company,"
234,Sherlock Holmes,Sherlock Holmes,"It is always a joy to meet an American, Mr. Moulton, for I am one of those who believe that the folly of a monarch and the blundering of a minister in far-gone years will not prevent our children from being some day citizens of the same world-wide country under a flag which shall be a quartering of the Union Jack with the Stars and Stripes."
235,Holmes,Sherlock Holmes,"The case has been an interesting one,"
236,Holmes,Sherlock Holmes,"because it serves to show very clearly how simple the explanation may be of an affair which at first sight seems to be almost inexplicable. Nothing could be more natural than the sequence of events as narrated by this lady, and nothing stranger than the result when viewed, for instance, by Mr. Lestrade of Scotland Yard."
237,Holmes,Sherlock Holmes,"You were not yourself at fault at all, then?"
