occurence,speaker,canonicalSpeaker,text
146,Miss Irene Adler,Unknown,"I was still balancing the matter in my mind when a hansom cab drove up to Briony Lodge, and a gentleman sprang out. He was a remarkably handsome man, dark, aquiline, and moustached--evidently the man of whom I had heard. He appeared to be in a great hurry, shouted to the cabman to wait, and brushed past the maid who opened the door with the air of a man who was thoroughly at home.

""He was in the house about half an hour, and I could catch glimpses of him in the windows of the sitting-room, pacing up and down, talking excitedly, and waving his arms. Of her I could see nothing. Presently he emerged, looking even more flurried than before. As he stepped up to the cab, he pulled a gold watch from his pocket and looked at it earnestly, 'Drive like the devil,' he shouted, 'first to Gross & Hankey's in Regent Street, and then to the Church of St. Monica in the Edgeware Road. Half a guinea if you do it in twenty minutes!'

""Away they went, and I was just wondering whether I should not do well to follow them when up the lane came a neat little landau, the coachman with his coat only half-buttoned, and his tie under his ear, while all the tags of his harness were sticking out of the buckles. It hadn't pulled up before she shot out of the hall door and into it. I only caught a glimpse of her at the moment, but she was a lovely woman, with a face that a man might die for.

""'The Church of St. Monica, John,' she cried, 'and half a sovereign if you reach it in twenty minutes.'

""This was quite too good to lose, Watson. I was just balancing whether I should run for it, or whether I should perch behind her landau when a cab came through the street. The driver looked twice at such a shabby fare, but I jumped in before he could object. 'The Church of St. Monica,' said I, 'and half a sovereign if you reach it in twenty minutes.' It was twenty-five minutes to twelve, and of course it was clear enough what was in the wind.

""My cabby drove fast. I don't think I ever drove faster, but the others were there before us. The cab and the landau with their steaming horses were in front of the door when I arrived. I paid the man and hurried into the church. There was not a soul there save the two whom I had followed and a surpliced clergyman, who seemed to be expostulating with them. They were all three standing in a knot in front of the altar. I lounged up the side aisle like any other idler who has dropped into a church. Suddenly, to my surprise, the three at the altar faced round to me, and Godfrey Norton came running as hard as he could towards me.

""'Thank God,' he cried. 'You'll do. Come! Come!'

""'What then?' I asked.

""'Come, man, come, only three minutes, or it won't be legal.'

""I was half-dragged up to the altar, and before I knew where I was I found myself mumbling responses which were whispered in my ear, and vouching for things of which I knew nothing, and generally assisting in the secure tying up of Irene Adler, spinster, to Godfrey Norton, bachelor. It was all done in an instant, and there was the gentleman thanking me on the one side and the lady on the other, while the clergyman beamed on me in front. It was the most preposterous position in which I ever found myself in my life, and it was the thought of it that started me laughing just now. It seems that there had been some informality about their license, that the clergyman absolutely refused to marry them without a witness of some sort, and that my lucky appearance saved the bridegroom from having to sally out into the streets in search of a best man. The bride gave me a sovereign, and I mean to wear it on my watch-chain in memory of the occasion."
147,Irene Adler,Unknown,"This is a very unexpected turn of affairs,"
148,Irene Adler,Unknown,and what then?
149,Irene Adler,Unknown,"Well, I found my plans very seriously menaced. It looked as if the pair might take an immediate departure, and so necessitate very prompt and energetic measures on my part. At the church door, however, they separated, he driving back to the Temple, and she to her own house. 'I shall drive out in the park at five as usual,' she said as she left him. I heard no more. They drove away in different directions, and I went off to make my own arrangements."
150,him,him,Which are?
151,him,him,"Some cold beef and a glass of beer,"
152,Mrs. Turner,him,"I have been too busy to think of food, and I am likely to be busier still this evening. By the way, Doctor, I shall want your co-operation."
153,him,him,I shall be delighted.
154,him,him,You don't mind breaking the law?
155,him,him,Not in the least.
156,him,him,Nor running a chance of arrest?
157,him,him,Not in a good cause.
158,him,him,"Oh, the cause is excellent!"
159,him,him,Then I am your man.
160,him,him,I was sure that I might rely on you.
161,him,him,But what is it you wish?
162,Unknown,Mrs. Turner,"When Mrs. Turner has brought in the tray I will make it clear to you. Now,"
163,Unknown,Mrs. Turner,"I must discuss it while I eat, for I have not much time. It is nearly five now. In two hours we must be on the scene of action. Miss Irene, or Madame, rather, returns from her drive at seven. We must be at Briony Lodge to meet her."
164,him,Mrs. Turner,And what then?
165,her,Mrs. Turner,"You must leave that to me. I have already arranged what is to occur. There is only one point on which I must insist. You must not interfere, come what may. You understand?"
166,her,Mrs. Turner,I am to be neutral?
167,her,Mrs. Turner,To do nothing whatever. There will probably be some small unpleasantness. Do not join in it. It will end in my being conveyed into the house. Four or five minutes afterwards the sitting-room window will open. You are to station yourself close to that open window.
168,her,Mrs. Turner,Yes.
169,her,Mrs. Turner,"You are to watch me, for I will be visible to you."
170,her,Mrs. Turner,Yes.
171,her,Mrs. Turner,"And when I raise my hand--so--you will throw into the room what I give you to throw, and will, at the same time, raise the cry of fire. You quite follow me?"
172,her,Mrs. Turner,Entirely.
173,her,his,"It is nothing very formidable,"
174,her,Mrs. Turner,"It is an ordinary plumber's smoke-rocket, fitted with a cap at either end to make it self-lighting. Your task is confined to that. When you raise your cry of fire, it will be taken up by quite a number of people. You may then walk to the end of the street, and I will rejoin you in ten minutes. I hope that I have made myself clear?"
175,her,Mrs. Turner,"I am to remain neutral, to get near the window, to watch you, and at the signal to throw in this object, then to raise the cry of fire, and to wait you at the corner of the street."
176,her,Mrs. Turner,Precisely.
177,her,Mrs. Turner,Then you may entirely rely on me.
178,her,his,"That is excellent. I think, perhaps, it is almost time that I prepare for the new role I have to play."
179,Holmes,Holmes,"You see,"
180,Holmes,Holmes,"this marriage rather simplifies matters. The photograph becomes a double-edged weapon now. The chances are that she would be as averse to its being seen by Mr. Godfrey Norton, as our client is to its coming to the eyes of his princess. Now the question is--Where are we to find the photograph?"
181,Holmes,Holmes,"Where, indeed?"
182,Holmes,Holmes,"It is most unlikely that she carries it about with her. It is cabinet size. Too large for easy concealment about a woman's dress. She knows that the King is capable of having her waylaid and searched. Two attempts of the sort have already been made. We may take it, then, that she does not carry it about with her."
183,Holmes,Holmes,"Where, then?"
184,Holmes,Holmes,"Her banker or her lawyer. There is that double possibility. But I am inclined to think neither. Women are naturally secretive, and they like to do their own secreting. Why should she hand it over to anyone else? She could trust her own guardianship, but she could not tell what indirect or political influence might be brought to bear upon a business man. Besides, remember that she had resolved to use it within a few days. It must be where she can lay her hands upon it. It must be in her own house."
185,Holmes,Holmes,But it has twice been burgled.
186,Holmes,Holmes,Pshaw! They did not know how to look.
187,Holmes,Holmes,But how will you look?
188,Holmes,Holmes,I will not look.
189,Holmes,Holmes,What then?
190,Holmes,Holmes,I will get her to show me.
191,Holmes,Holmes,But she will refuse.
192,Holmes,Holmes,She will not be able to. But I hear the rumble of wheels. It is her carriage. Now carry out my orders to the letter.
193,Irene Adler,Irene Adler,Is the poor gentleman much hurt?
194,him,Unknown,"He is dead,"
195,Irene Adler,Irene Adler,"No, no, there's life in him!"
196,Irene Adler,Irene Adler,But he'll be gone before you can get him to hospital.
197,him,Unknown,"He's a brave fellow,"
198,Unknown,Unknown,"They would have had the lady's purse and watch if it hadn't been for him. They were a gang, and a rough one, too. Ah, he's breathing now."
199,him,Unknown,"He can't lie in the street. May we bring him in, marm?"
200,Irene Adler,Unknown,"Surely. Bring him into the sitting-room. There is a comfortable sofa. This way, please!"
201,her,Unknown,Fire!
202,her,Unknown,Fire!
203,Unknown,He,"You did it very nicely, Doctor,"
204,Unknown,Unknown,Nothing could have been better. It is all right.
205,Unknown,he,You have the photograph?
206,Unknown,he,I know where it is.
207,Unknown,he,And how did you find out?
208,Unknown,he,"She showed me, as I told you she would."
209,Unknown,he,I am still in the dark.
210,Unknown,he,"I do not wish to make a mystery,"
211,Unknown,he,"The matter was perfectly simple. You, of course, saw that everyone in the street was an accomplice. They were all engaged for the evening."
212,Unknown,he,I guessed as much.
213,Unknown,he,"Then, when the row broke out, I had a little moist red paint in the palm of my hand. I rushed forward, fell down, clapped my hand to my face, and became a piteous spectacle. It is an old trick."
214,Unknown,he,That also I could fathom.
215,her,he,"Then they carried me in. She was bound to have me in. What else could she do? And into her sitting-room, which was the very room which I suspected. It lay between that and her bedroom, and I was determined to see which. They laid me on a couch, I motioned for air, they were compelled to open the window, and you had your chance."
216,her,he,How did that help you?
217,her,he,"It was all-important. When a woman thinks that her house is on fire, her instinct is at once to rush to the thing which she values most. It is a perfectly overpowering impulse, and I have more than once taken advantage of it. In the case of the Darlington substitution scandal it was of use to me, and also in the Arnsworth Castle business. A married woman grabs at her baby; an unmarried one reaches for her jewel-box. Now it was clear to me that our lady of to-day had nothing in the house more precious to her than what we are in quest of. She would rush to secure it. The alarm of fire was admirably done. The smoke and shouting were enough to shake nerves of steel. She responded beautifully. The photograph is in a recess behind a sliding panel just above the right bell-pull. She was there in an instant, and I caught a glimpse of it as she half-drew it out. When I cried out that it was a false alarm, she replaced it, glanced at the rocket, rushed from the room, and I have not seen her since. I rose, and, making my excuses, escaped from the house. I hesitated whether to attempt to secure the photograph at once; but the coachman had come in, and as he was watching me narrowly it seemed safer to wait. A little over-precipitance may ruin all."
218,Unknown,he,And now?
219,Unknown,he,"Our quest is practically finished. I shall call with the King to-morrow, and with you, if you care to come with us. We will be shown into the sitting-room to wait for the lady, but it is probable that when she comes she may find neither us nor the photograph. It might be a satisfaction to his Majesty to regain it with his own hands."
220,his,he,And when will you call?
221,his,he,"At eight in the morning. She will not be up, so that we shall have a clear field. Besides, we must be prompt, for this marriage may mean a complete change in her life and habits. I must wire to the King without delay."
222,his,Unknown,"Good-night, Mister Sherlock Holmes."
223,Holmes,Holmes,"I've heard that voice before,"
224,he,Unknown,"Now, I wonder who the deuce that could have been."
225,he,his,You have really got it!
226,his,Unknown,Not yet.
227,he,his,But you have hopes?
228,Holmes,Unknown,I have hopes.
229,Holmes,Holmes,"Then, come. I am all impatience to be gone."
230,Holmes,Holmes,We must have a cab.
231,Holmes,Holmes,"No, my brougham is waiting."
232,Holmes,Holmes,Then that will simplify matters.
233,Holmes,Holmes,"Irene Adler is married,"
234,Holmes,Holmes,Married! When?
235,Holmes,Holmes,Yesterday.
236,Holmes,Holmes,But to whom?
237,Holmes,Holmes,To an English lawyer named Norton.
238,Holmes,Holmes,But she could not love him.
239,Holmes,Holmes,I am in hopes that she does.
240,Holmes,Holmes,And why in hopes?
241,Holmes,Holmes,"Because it would spare your Majesty all fear of future annoyance. If the lady loves her husband, she does not love your Majesty. If she does not love your Majesty, there is no reason why she should interfere with your Majesty's plan."
242,Unknown,him,It is true. And yet--Well! I wish she had been of my own station! What a queen she would have made!
243,Unknown,Irene Adler,"Mr. Sherlock Holmes, I believe?"
244,Sherlock Holmes,Unknown,"I am Mr. Holmes,"
245,Sherlock Holmes,Mr. Sherlock Holmes,Indeed! My mistress told me that you were likely to call. She left this morning with her husband by the 5.15 train from Charing Cross for the Continent.
246,Sherlock Holmes,Mr. Sherlock Holmes,What!
247,Sherlock Holmes,Mr. Sherlock Holmes,Do you mean that she has left England?
248,Sherlock Holmes,Mr. Sherlock Holmes,Never to return.
249,Sherlock Holmes,Mr. Sherlock Holmes,And the papers?
250,Sherlock Holmes,Mr. Sherlock Holmes,All is lost.
251,Unknown,He,We shall see.
252,Irene Adler,Irene Adler,"Sherlock Holmes, Esq. To be left till called for."
253,Holmes,Holmes,"My dear Mr. Sherlock Holmes: ""You really did it very well. You took me in completely. Until after the alarm of fire, I had not a suspicion. But then, when I found how I had betrayed myself, I began to think. I had been warned against you months ago. I had been told that if the King employed an agent it would certainly be you. And your address had been given me. Yet, with all this, you made me reveal what you wanted to know. Even after I became suspicious, I found it hard to think evil of such a dear, kind old clergyman. But, you know, I have been trained as an actress myself. Male costume is nothing new to me. I often take advantage of the freedom which it gives. I sent John, the coachman, to watch you, ran up stairs, got into my walking-clothes, as I call them, and came down just as you departed. ""Well, I followed you to your door, and so made sure that I was really an object of interest to the celebrated Mr. Sherlock Holmes. Then I, rather imprudently, wished you good-night, and started for the Temple to see my husband. ""We both thought the best resource was flight, when pursued by so formidable an antagonist; so you will find the nest empty when you call to-morrow. As to the photograph, your client may rest in peace. I love and am loved by a better man than he. The King may do what he will without hindrance from one whom he has cruelly wronged. I keep it only to safeguard myself, and to preserve a weapon which will always secure me from any steps which he might take in the future. I leave a photograph which he might care to possess; and I remain, dear Mr. Sherlock Holmes, ""Very truly yours, ""Irene Norton, née Adler."
254,Holmes,Holmes,"What a woman--oh, what a woman!"
255,Holmes,Holmes,Did I not tell you how quick and resolute she was? Would she not have made an admirable queen? Is it not a pity that she was not on my level?
256,Holmes,Holmes,"From what I have seen of the lady she seems indeed to be on a very different level to your Majesty,"
257,Holmes,Holmes,I am sorry that I have not been able to bring your Majesty's business to a more successful conclusion.
258,Holmes,Holmes,"On the contrary, my dear sir,"
259,Holmes,Holmes,nothing could be more successful. I know that her word is inviolate. The photograph is now as safe as if it were in the fire.
260,Holmes,Holmes,I am glad to hear your Majesty say so.
261,her,his,I am immensely indebted to you. Pray tell me in what way I can reward you. This ring--
262,Holmes,Holmes,"Your Majesty has something which I should value even more highly,"
263,Holmes,Holmes,You have but to name it.
264,Holmes,Holmes,This photograph!
265,his,his,Irene's photograph!
266,Unknown,his,"Certainly, if you wish it."
267,Unknown,his,I thank your Majesty. Then there is no more to be done in the matter. I have the honour to wish you a very good-morning.
